Name,Crime,Past Criminal History,Currently on Probation,Currently Employed at Least Part Time,Age,sentence,Black Name
Darius Thomas,"Forging checks worth a total of $5,000",No prior convictions,No,No,15-17,Probation,True
Nicholas Austin,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",Yes,Yes,15-17,Prison,False
Terrell Turner,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,True
Christopher Schmidt,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",Yes,Yes,22-30,Prison,False
Austin Walsh,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Malik Johnson,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,No,15-17,Probation,True
Timothy Bartlett,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Trevon Williams,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,No,18-21,Prison,True
Nicholas Austin,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 2 years",No,No,22-30,Prison,False
Tyrone Brown,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
Garrett Riddle,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",No,No,22-30,Prison,False
Darius Thomas,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Marquis Harris,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,No,15-17,Prison,True
Jamal Jones,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,No,22-30,Prison,True
Jamal Jones,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,No,22-30,Prison,True
Zachary Fitzpatrick,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 2 years",Yes,No,15-17,Prison,False
Marquis Harris,"Shooting another individual, causing serious injury to them","Previous conviction, sentenced to 6 months",Yes,Yes,18-21,Prison,True
Mathew Roberts,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,No,22-30,Prison,False
Corey Kennedy,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 6 months",No,No,18-21,Prison,False
Malik Johnson,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,No,18-21,Prison,True
Daniel Nash,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,Yes,18-21,Prison,False
Timothy Bartlett,"Forging checks from 12 different individuals worth a total of $600,000",No prior convictions,Yes,No,15-17,Prison,False
Christopher Schmidt,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",No,No,22-30,Prison,False
Darius Thomas,"Shooting another individual, causing serious injury to them",No prior convictions,Yes,Yes,15-17,Prison,True
Corey Kennedy,"Forging checks worth a total of $5,000","Previous conviction, sentenced to 2 years",No,Yes,18-21,Prison,False
Darnell Haynes,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,No,22-30,Prison,True
Christopher Schmidt,Threatening to pull a gun during a dispute with another individual,"Previous conviction, sentenced to 6 months",No,Yes,22-30,Prison,False
Nicholas Austin,Firing a gun at another individual (but missing),No prior convictions,No,No,18-21,Prison,False
Malik Johnson,Possessing 1/3 of an ounce of heroin,"Previous conviction, sentenced to 6 months",No,No,18-21,Prison,True
Terrell Turner,Threatening to pull a gun during a dispute with another individual,No prior convictions,Yes,No,22-30,Prison,True
Ryan Thompson,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 6 months",Yes,Yes,22-30,Prison,False
Darnell Haynes,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,Yes,22-30,Prison,True
Tyrone Brown,Possessing 6.8 pounds of heroin,"Previous conviction, sentenced to 2 years",No,No,18-21,Prison,True
Timothy Bartlett,Firing a gun at another individual (but missing),"Previous conviction, sentenced to 2 years",No,No,15-17,Prison,False
Darnell Haynes,Threatening to pull a gun during a dispute with another individual,No prior convictions,No,Yes,15-17,Probation,True
Trevon Williams,"Forging checks from 12 different individuals worth a total of $60,000","Previous conviction, sentenced to 2 years",Yes,Yes,18-21,Prison,True
